Record_ID,Department,Employee_ID,Transaction_Amount,Transaction_Date,Status
1,IT,EMP1001,277348.34,2024-05-11,Rejected
2,Finance,EMP1002,447806.67,2023-11-01,Rejected
3,Sales,EMP1003,245426.41,2023-02-24,Rejected
4,Operations,EMP1004,408916.1,2024-07-04,Approved
5,HR,EMP1005,332341.83,2023-01-02,Approved
6,IT,EMP1006,223711.08,2024-06-26,Rejected
7,Sales,EMP1007,361600.83,2023-05-01,Rejected
8,HR,EMP1008,467631.56,2024-05-24,Rejected
9,IT,EMP1009,499600.66,2023-08-02,Approved
10,HR,EMP1010,244209.84,2023-11-27,Rejected
11,IT,EMP1011,286507.8,2024-05-20,Pending
12,HR,EMP1012,148924.24,2024-10-16,Rejected
13,Finance,EMP1013,233495.99,2023-04-28,Pending
14,Operations,EMP1014,336743.6,2023-08-22,Pending
15,Sales,EMP1015,86832.49,2023-09-17,Rejected
16,Sales,EMP1016,382722.3,2023-08-21,Approved
17,Operations,EMP1017,471178.46,2024-10-08,Pending
18,Audit,EMP1018,329467.11,2023-04-03,Approved
19,Audit,EMP1019,467503.02,2024-11-14,Pending
20,HR,EMP1020,444806.14,2024-01-14,Rejected
21,Finance,EMP1021,178343.5,2023-05-19,Approved
22,HR,EMP1022,153289.28,2024-09-04,Pending
23,Audit,EMP1023,28743.52,2023-07-09,Pending
24,Operations,EMP1024,356347.62,2023-05-01,Approved
25,Sales,EMP1025,232386.66,2023-10-07,Pending
26,Sales,EMP1026,302368.03,2024-10-24,Pending
27,Operations,EMP1027,164107.14,2024-11-18,Approved
28,IT,EMP1028,108805.55,2023-04-29,Pending
29,Operations,EMP1029,258683.36,2024-07-25,Pending
30,Sales,EMP1030,366265.58,2024-05-22,Pending
31,IT,EMP1031,408354.68,2023-08-06,Rejected
32,Operations,EMP1032,493130.8,2023-06-27,Rejected
33,Sales,EMP1033,336871.94,2023-06-18,Approved
34,HR,EMP1034,293212.74,2024-10-17,Rejected
35,Audit,EMP1035,224687.83,2024-01-10,Approved
36,Finance,EMP1036,37102.63,2023-10-12,Rejected
37,IT,EMP1037,289359.07,2023-01-12,Approved
38,Operations,EMP1038,376335.02,2023-05-15,Approved
39,Sales,EMP1039,276450.87,2024-04-09,Approved
40,Operations,EMP1040,57948.12,2024-01-09,Rejected
41,Operations,EMP1041,176063.95,2024-09-30,Rejected
42,HR,EMP1042,126280.21,2023-07-24,Approved
43,Sales,EMP1043,212890.66,2024-05-02,Rejected
44,Finance,EMP1044,176698.46,2023-09-22,Rejected
45,Sales,EMP1045,249375.17,2024-12-13,Approved
46,Finance,EMP1046,77692.71,2023-03-10,Rejected
47,IT,EMP1047,161152.67,2023-02-07,Rejected
48,Finance,EMP1048,12379.81,2024-09-30,Pending
49,HR,EMP1049,392372.91,2024-07-27,Rejected
50,HR,EMP1050,332845.75,2024-11-06,Rejected
51,Audit,EMP1051,273046.12,2024-06-10,Rejected
52,Finance,EMP1052,450768.91,2024-07-16,Pending
53,IT,EMP1053,243641.65,2023-01-03,Rejected
54,IT,EMP1054,490206.65,2023-10-01,Pending
55,Sales,EMP1055,449663.82,2024-10-04,Rejected
56,Sales,EMP1056,13131.63,2023-07-12,Rejected
57,Sales,EMP1057,446209.42,2024-05-23,Rejected
58,Finance,EMP1058,471638.05,2024-05-22,Approved
59,HR,EMP1059,293300.31,2023-04-14,Rejected
60,Finance,EMP1060,18002.16,2023-12-31,Pending
61,Audit,EMP1061,392912.96,2023-03-07,Rejected
62,Operations,EMP1062,326511.92,2024-03-12,Pending
63,Operations,EMP1063,347065.86,2024-03-11,Rejected
64,Audit,EMP1064,402060.35,2023-12-26,Pending
65,Finance,EMP1065,114333.68,2023-01-10,Rejected
66,HR,EMP1066,88943.09,2024-10-17,Rejected
67,Operations,EMP1067,308014.54,2024-07-04,Approved
68,HR,EMP1068,176772.16,2023-08-03,Pending
69,IT,EMP1069,165242.22,2023-12-26,Approved
70,IT,EMP1070,347151.22,2023-12-28,Approved
71,Finance,EMP1071,486458.18,2024-09-05,Approved
72,Sales,EMP1072,167828.28,2023-02-10,Rejected
73,HR,EMP1073,447687.85,2024-05-11,Approved
74,Sales,EMP1074,281801.45,2024-09-04,Approved
75,Sales,EMP1075,14890.65,2023-10-14,Approved
76,Operations,EMP1076,76710.19,2023-06-22,Approved
77,Operations,EMP1077,325055.2,2023-12-17,Rejected
78,Operations,EMP1078,481394.27,2024-03-22,Approved
79,Finance,EMP1079,278645.27,2024-04-14,Approved
80,Sales,EMP1080,94760.72,2023-01-09,Rejected
81,Audit,EMP1081,361824.68,2024-03-31,Approved
82,HR,EMP1082,437476.19,2024-11-19,Pending
83,Audit,EMP1083,499351.22,2023-05-24,Approved
84,HR,EMP1084,350501.55,2024-07-25,Rejected
85,Audit,EMP1085,255773.66,2024-09-23,Approved
86,HR,EMP1086,224291.59,2024-11-22,Rejected
87,Audit,EMP1087,407728.07,2024-08-09,Pending
88,HR,EMP1088,318285.91,2024-02-14,Rejected
89,Audit,EMP1089,310858.38,2023-08-25,Rejected
90,Operations,EMP1090,446786.92,2023-09-09,Approved
91,HR,EMP1091,276164.29,2024-07-27,Rejected
92,IT,EMP1092,328396.93,2023-12-10,Approved
93,Operations,EMP1093,293159.76,2024-07-30,Rejected
94,Audit,EMP1094,354078.54,2023-06-08,Pending
95,Sales,EMP1095,406614.6,2023-10-30,Pending
96,HR,EMP1096,352398.63,2023-11-29,Approved
97,Audit,EMP1097,77891.02,2024-03-14,Pending
98,Finance,EMP1098,131487.84,2023-09-08,Pending
99,Sales,EMP1099,235598.38,2023-08-27,Pending
100,Finance,EMP1100,384545.33,2023-11-15,Rejected
101,HR,EMP1101,10298.76,2024-10-18,Approved
102,Operations,EMP1102,89857.0,2023-07-06,Pending
103,HR,EMP1103,119135.23,2023-02-07,Approved
104,IT,EMP1104,465780.49,2023-07-27,Pending
105,IT,EMP1105,227471.61,2024-04-05,Pending
106,IT,EMP1106,307683.33,2023-09-05,Rejected
107,IT,EMP1107,423989.89,2023-02-03,Approved
108,Audit,EMP1108,371583.07,2023-11-21,Rejected
109,HR,EMP1109,225224.8,2023-07-10,Pending
110,Operations,EMP1110,109602.53,2023-02-24,Pending
111,Operations,EMP1111,427467.98,2024-04-18,Pending
112,HR,EMP1112,233592.48,2023-03-24,Approved
113,IT,EMP1113,254882.56,2023-09-20,Rejected
114,Audit,EMP1114,400358.75,2024-05-19,Rejected
115,HR,EMP1115,155383.35,2023-01-15,Approved
116,Audit,EMP1116,351022.6,2024-03-23,Approved
117,Audit,EMP1117,241362.32,2023-01-26,Rejected
118,IT,EMP1118,335950.53,2024-11-21,Rejected
119,Audit,EMP1119,189022.43,2024-02-03,Approved
120,HR,EMP1120,234669.63,2023-04-26,Pending
121,IT,EMP1121,419499.5,2024-05-06,Rejected
122,Audit,EMP1122,202485.61,2024-11-06,Rejected
123,Sales,EMP1123,127380.23,2024-03-01,Approved
124,Audit,EMP1124,99099.47,2024-05-31,Approved
125,IT,EMP1125,288391.74,2024-09-27,Pending
126,Sales,EMP1126,26826.72,2023-09-16,Pending
127,IT,EMP1127,201451.58,2024-07-09,Rejected
128,IT,EMP1128,423578.26,2024-08-05,Rejected
129,IT,EMP1129,427791.49,2023-03-17,Approved
130,Audit,EMP1130,479860.72,2023-02-10,Approved
131,Finance,EMP1131,207900.04,2023-10-01,Rejected
132,Operations,EMP1132,197151.67,2023-01-05,Approved
133,IT,EMP1133,144933.03,2023-06-14,Approved
134,IT,EMP1134,488585.88,2024-08-23,Pending
135,Finance,EMP1135,381746.08,2023-04-14,Rejected
136,Operations,EMP1136,330372.24,2023-05-20,Pending
137,HR,EMP1137,156390.53,2023-05-25,Rejected
138,Sales,EMP1138,170550.95,2024-04-10,Approved
139,IT,EMP1139,91759.13,2023-07-28,Rejected
140,Sales,EMP1140,25993.22,2023-07-20,Approved
141,Finance,EMP1141,49579.72,2024-08-06,Approved
142,Finance,EMP1142,160194.55,2024-05-27,Approved
143,HR,EMP1143,39907.0,2024-07-13,Rejected
144,Finance,EMP1144,271327.62,2024-07-06,Rejected
145,Audit,EMP1145,164324.16,2024-07-29,Rejected
146,Audit,EMP1146,257019.95,2023-09-26,Approved
147,IT,EMP1147,238532.35,2024-01-31,Rejected
148,Audit,EMP1148,80098.87,2024-01-26,Approved
149,IT,EMP1149,128475.08,2024-12-29,Pending
150,Operations,EMP1150,252729.06,2024-08-10,Approved
151,Audit,EMP1151,330211.92,2024-12-29,Pending
152,Operations,EMP1152,106844.48,2024-10-10,Approved
153,IT,EMP1153,282042.37,2024-08-19,Rejected
154,IT,EMP1154,363957.52,2024-08-20,Rejected
155,Audit,EMP1155,17335.03,2023-07-13,Rejected
156,Sales,EMP1156,421240.92,2024-02-26,Pending
157,HR,EMP1157,223869.36,2023-05-16,Pending
158,Operations,EMP1158,35907.78,2023-11-23,Pending
159,Operations,EMP1159,7578.28,2023-08-04,Approved
160,Operations,EMP1160,258279.72,2023-04-07,Pending
161,HR,EMP1161,451033.81,2024-01-22,Approved
162,HR,EMP1162,251838.41,2024-04-20,Rejected
163,IT,EMP1163,87438.91,2023-04-06,Pending
164,HR,EMP1164,40405.52,2023-12-18,Rejected
165,Audit,EMP1165,228876.06,2024-07-11,Pending
166,Sales,EMP1166,236021.11,2024-09-18,Pending
167,Operations,EMP1167,24381.35,2023-08-08,Rejected
168,Sales,EMP1168,171310.89,2023-02-23,Pending
169,Sales,EMP1169,74060.49,2024-03-20,Rejected
170,Operations,EMP1170,253903.36,2023-10-26,Pending
171,Sales,EMP1171,75024.29,2024-10-13,Approved
172,Sales,EMP1172,359398.57,2024-01-29,Pending
173,Audit,EMP1173,5995.58,2023-04-18,Approved
174,Sales,EMP1174,153698.55,2023-08-24,Rejected
175,IT,EMP1175,192125.06,2023-07-25,Approved
176,Operations,EMP1176,188490.69,2023-03-21,Approved
177,Operations,EMP1177,440063.64,2024-09-23,Rejected
178,Audit,EMP1178,212221.7,2023-09-28,Pending
179,IT,EMP1179,382027.8,2024-11-20,Pending
180,HR,EMP1180,384396.42,2023-11-04,Pending
181,Operations,EMP1181,37549.74,2024-07-15,Approved
182,Audit,EMP1182,254619.17,2023-05-20,Rejected
183,Finance,EMP1183,77155.07,2023-05-17,Pending
184,Finance,EMP1184,96416.56,2023-02-16,Rejected
185,Operations,EMP1185,441922.58,2023-11-13,Pending
186,HR,EMP1186,369128.56,2024-11-29,Pending
187,IT,EMP1187,101682.13,2024-03-03,Pending
188,IT,EMP1188,118712.79,2024-11-28,Approved
189,IT,EMP1189,441332.51,2023-12-20,Pending
190,Sales,EMP1190,183818.41,2024-10-26,Approved
191,Finance,EMP1191,431712.87,2024-03-11,Rejected
192,HR,EMP1192,27031.51,2024-03-22,Pending
193,HR,EMP1193,210194.94,2023-10-08,Rejected
194,Audit,EMP1194,346831.71,2024-10-28,Rejected
195,Operations,EMP1195,199861.53,2023-10-06,Rejected
196,Operations,EMP1196,63026.69,2023-12-13,Pending
197,Operations,EMP1197,16568.99,2024-05-22,Approved
198,IT,EMP1198,115655.06,2024-04-03,Pending
199,Finance,EMP1199,225885.91,2024-09-16,Rejected
200,IT,EMP1200,329704.04,2024-10-13,Approved
201,HR,EMP1201,191650.44,2024-01-15,Approved
202,Finance,EMP1202,142057.72,2024-08-11,Rejected
203,Sales,EMP1203,38080.29,2023-09-03,Pending
204,Sales,EMP1204,242658.65,2023-04-14,Rejected
205,Sales,EMP1205,110559.19,2023-07-10,Rejected
206,Audit,EMP1206,18182.8,2024-10-31,Approved
207,IT,EMP1207,168559.59,2024-12-07,Pending
208,Sales,EMP1208,388250.38,2023-01-17,Rejected
209,IT,EMP1209,329844.93,2024-09-28,Pending
210,Audit,EMP1210,230652.9,2024-08-19,Pending
211,HR,EMP1211,40167.31,2023-03-16,Rejected
212,Sales,EMP1212,91351.04,2024-08-27,Pending
213,HR,EMP1213,304118.86,2023-02-13,Rejected
214,Finance,EMP1214,125601.19,2024-03-23,Approved
215,IT,EMP1215,239833.46,2024-12-06,Rejected
216,IT,EMP1216,315129.89,2024-12-06,Approved
217,HR,EMP1217,238070.84,2024-05-06,Rejected
218,Operations,EMP1218,149570.24,2024-11-21,Approved
219,Finance,EMP1219,156154.77,2023-10-29,Rejected
220,Sales,EMP1220,35190.44,2024-02-09,Pending
221,Sales,EMP1221,366414.65,2023-06-17,Rejected
222,Audit,EMP1222,484934.61,2024-09-28,Pending
223,Sales,EMP1223,223537.98,2023-05-31,Rejected
224,Sales,EMP1224,218346.14,2024-07-22,Approved
225,Sales,EMP1225,170785.39,2024-06-07,Approved
226,Audit,EMP1226,133670.2,2024-12-08,Approved
227,IT,EMP1227,211266.43,2023-11-11,Rejected
228,HR,EMP1228,244646.44,2023-01-26,Pending
229,HR,EMP1229,120215.88,2023-09-18,Rejected
230,Operations,EMP1230,394509.19,2023-01-31,Rejected
231,Audit,EMP1231,76923.05,2024-07-22,Pending
232,HR,EMP1232,148296.47,2024-07-30,Approved
233,IT,EMP1233,19884.27,2024-02-04,Pending
234,Operations,EMP1234,63318.57,2023-12-11,Approved
235,Finance,EMP1235,208259.57,2023-05-04,Rejected
236,Audit,EMP1236,285645.17,2023-07-04,Approved
237,HR,EMP1237,184438.92,2024-09-05,Pending
238,Audit,EMP1238,227036.22,2023-02-24,Pending
239,Sales,EMP1239,103213.36,2024-04-03,Approved
240,Sales,EMP1240,33027.92,2024-06-03,Rejected
241,Finance,EMP1241,457462.97,2024-01-07,Approved
242,Finance,EMP1242,371562.29,2024-04-25,Approved
243,Operations,EMP1243,243604.24,2023-08-14,Rejected
244,HR,EMP1244,194459.47,2024-05-23,Rejected
245,Sales,EMP1245,391569.84,2024-08-14,Rejected
246,Finance,EMP1246,449100.06,2023-03-03,Pending
247,IT,EMP1247,70555.52,2023-11-15,Approved
248,Finance,EMP1248,154793.18,2024-02-18,Approved
249,HR,EMP1249,8137.81,2024-03-06,Pending
250,Operations,EMP1250,50437.89,2023-01-03,Pending
251,Operations,EMP1251,174977.98,2023-05-30,Approved
252,Finance,EMP1252,75347.14,2024-05-23,Rejected
253,HR,EMP1253,291466.14,2023-10-12,Pending
254,IT,EMP1254,492813.12,2023-07-02,Pending
255,IT,EMP1255,8830.79,2024-08-26,Pending
256,Finance,EMP1256,244338.01,2024-06-24,Approved
257,Finance,EMP1257,416265.14,2023-01-21,Rejected
258,Operations,EMP1258,214488.77,2023-04-05,Approved
259,Finance,EMP1259,157135.58,2023-08-25,Pending
260,IT,EMP1260,52337.88,2023-03-01,Rejected
261,HR,EMP1261,41611.66,2024-06-02,Pending
262,IT,EMP1262,112401.37,2024-05-23,Approved
263,IT,EMP1263,131718.45,2024-09-01,Pending
264,Audit,EMP1264,432508.94,2024-05-24,Pending
265,IT,EMP1265,365276.91,2024-06-13,Rejected
266,Sales,EMP1266,332522.53,2024-11-26,Rejected
267,Finance,EMP1267,450443.35,2024-10-09,Rejected
268,Operations,EMP1268,64779.54,2023-06-21,Approved
269,Audit,EMP1269,301040.93,2023-12-10,Pending
270,Operations,EMP1270,267156.82,2023-01-31,Approved
271,Audit,EMP1271,450675.19,2023-07-29,Approved
272,Operations,EMP1272,421438.15,2024-01-04,Pending
273,Sales,EMP1273,187072.42,2023-08-25,Approved
274,IT,EMP1274,22901.02,2024-10-12,Approved
275,Sales,EMP1275,145101.43,2024-05-04,Approved
276,Sales,EMP1276,415062.58,2023-08-21,Approved
277,IT,EMP1277,21195.83,2023-03-29,Approved
278,Finance,EMP1278,385818.99,2024-01-21,Pending
279,Operations,EMP1279,194932.57,2024-11-12,Rejected
280,Sales,EMP1280,450395.77,2023-11-17,Approved
281,IT,EMP1281,488528.08,2024-10-18,Pending
282,IT,EMP1282,6179.47,2023-06-27,Approved
283,Finance,EMP1283,75954.43,2024-06-05,Rejected
284,Finance,EMP1284,198722.64,2023-02-17,Rejected
285,Operations,EMP1285,435298.76,2024-04-28,Pending
286,HR,EMP1286,364100.48,2023-08-13,Approved
287,Finance,EMP1287,426914.3,2024-06-14,Rejected
288,HR,EMP1288,404322.08,2024-03-06,Approved
289,Operations,EMP1289,135473.58,2023-01-19,Rejected
290,Operations,EMP1290,363161.81,2024-08-06,Pending
291,Sales,EMP1291,122692.84,2023-12-30,Approved
292,Operations,EMP1292,278172.74,2023-12-04,Approved
293,Finance,EMP1293,195299.06,2023-03-01,Rejected
294,Finance,EMP1294,9292.05,2024-09-17,Pending
295,Operations,EMP1295,158179.65,2024-08-05,Pending
296,Finance,EMP1296,105049.43,2023-09-21,Rejected
297,IT,EMP1297,41688.77,2023-08-13,Pending
298,Sales,EMP1298,1007.4,2023-07-18,Rejected
299,Finance,EMP1299,40233.77,2024-08-08,Approved
300,Finance,EMP1300,437297.41,2024-12-15,Pending
301,Operations,EMP1301,228118.89,2023-04-30,Rejected
302,Operations,EMP1302,156216.14,2023-01-28,Pending
303,Finance,EMP1303,234769.75,2024-01-29,Approved
304,Finance,EMP1304,127069.6,2023-02-13,Rejected
305,Finance,EMP1305,398219.76,2024-04-14,Pending
306,Operations,EMP1306,353009.99,2023-10-28,Approved
307,HR,EMP1307,478453.48,2023-07-31,Approved
308,Audit,EMP1308,145434.01,2023-04-15,Approved
309,Audit,EMP1309,229686.81,2023-12-12,Rejected
310,Operations,EMP1310,176919.57,2024-10-12,Pending
311,Finance,EMP1311,240191.36,2023-04-18,Approved
312,Operations,EMP1312,379991.92,2023-07-24,Pending
313,Sales,EMP1313,84672.65,2024-01-28,Pending
314,Sales,EMP1314,166715.28,2023-08-18,Approved
315,IT,EMP1315,170125.03,2024-07-14,Approved
316,Sales,EMP1316,28020.03,2024-01-03,Rejected
317,IT,EMP1317,443245.44,2023-03-30,Approved
318,Finance,EMP1318,387192.35,2024-02-05,Rejected
319,IT,EMP1319,85895.83,2024-06-01,Rejected
320,Operations,EMP1320,176478.6,2023-09-10,Pending
321,Operations,EMP1321,335133.87,2024-01-16,Approved
322,HR,EMP1322,437040.09,2023-12-12,Rejected
323,IT,EMP1323,237743.46,2023-02-22,Approved
324,IT,EMP1324,261394.92,2024-08-17,Approved
325,Audit,EMP1325,420230.16,2023-10-28,Pending
326,Operations,EMP1326,210346.25,2024-07-09,Pending
327,HR,EMP1327,189896.33,2024-06-03,Pending
328,HR,EMP1328,472609.92,2024-06-07,Approved
329,Finance,EMP1329,39427.67,2023-11-06,Approved
330,HR,EMP1330,304902.76,2024-10-31,Rejected
331,IT,EMP1331,89740.26,2024-11-22,Approved
332,HR,EMP1332,235878.52,2023-12-08,Pending
333,Operations,EMP1333,388843.91,2024-05-28,Rejected
334,Audit,EMP1334,237056.04,2024-03-31,Rejected
